Year,Month,Date,Vendor,Amount,Category,Section,Checking Balance,Type,,,,
2013,July,7/29/2013,Shell,$34.20 ,Gas,Transportation,"$4,318.35 ",Expense,,,,
2013,July,7/29/2013,Shell,$2.00 ,Misc.,Personal,"$4,316.35 ",Expense,,,,
2013,July,7/29/2013,MOMs,$80.90 ,Groceries,Food,"$4,235.45 ",Expense,,,,
2013,July,7/29/2013,BJs,$9.98 ,Groceries,Food,"$4,225.47 ",Expense,,,,
2013,July,7/29/2013,BJs,$47.70 ,Gifts,Personal,"$4,177.77 ",Expense,,,,
2013,July,7/29/2013,Target,$16.95 ,FUN,Personal,"$4,160.82 ",Expense,,,,
2013,July,7/29/2013,SMJJA,$50.00 ,Exercise,Recreation,"$4,110.82 ",Expense,,,,
2013,July,7/29/2013,Transfer from Gifts,$35.28 ,Reimbursables,Gross Income,"$4,146.10 ",Income,,,,
2013,July,7/30/2013,Commisioners of St. Mary's County,"$6,087.50 ",Work,Work,"$4,146.10 ",Other,,,,
2013,August,8/1/2013,DFAS,"$2,730.24 ",Joey Income,Gross Income,"$6,876.34 ",Income,,,,
2013,August,8/1/2013,FEGLI,$24.20 ,Life Insurance,Medical,"$6,852.14 ",Expense,,,,
2013,August,8/1/2013,FEHB,$102.19 ,Health Insurance,Medical,"$6,749.95 ",Expense,,,,
2013,August,8/1/2013,OASDI,$162.94 ,Social Security,Taxes,"$6,587.01 ",Expense,,,,
2013,August,8/1/2013,Federal Tax,$87.00 ,Federal Taxes,Taxes,"$6,500.01 ",Expense,,,,
2013,August,8/1/2013,Medicare,$38.11 ,Medicare,Taxes,"$6,461.90 ",Expense,,,,
2013,August,8/1/2013,State Tax,$63.34 ,State Taxes,Taxes,"$6,398.56 ",Expense,,,,
2013,August,8/1/2013,FERS,$21.84 ,FERS,Retirement,"$6,376.72 ",Expense,,,,
2013,July,7/30/2013,Nicks of Clinton,$31.60 ,FUN,Personal,"$6,345.12 ",Expense,,,,
2013,July,7/30/2013,Joey Sallie Mae,$86.31 ,Joey Sallie Mae,Debts,"$6,258.81 ",Expense,,,,
2013,July,7/13/2013,Dividend,$0.18 ,Other Income,Gross Income,"$6,258.99 ",Income,,,,
2013,August,8/1/2013,Bollywood Masala,$11.00 ,FUN,Personal,"$6,247.99 ",Expense,,,,
2013,August,8/1/2013,Verizon Wireless,$150.95 ,Cell Phone,Utilities,"$6,097.04 ",Expense,,,,
2013,August,8/1/2013,loanDepot,"$1,303.71 ",Mortgage,Housing,"$4,793.33 ",Expense,,,,
2013,August,8/1/2013,loanDepot,$81.35 ,Property Insurance,Housing,"$4,711.98 ",Expense,,,,
2013,August,8/1/2013,loanDepot,$295.63 ,Property Taxes,Housing,"$4,416.35 ",Expense,,,,
2013,August,8/2/2013,MOMs,$9.99 ,Drugs,Medical,"$4,406.36 ",Expense,,,,
2013,August,8/2/2013,Netflix,$16.46 ,TV,Utilities,"$4,389.90 ",Expense,,,,
2013,August,8/5/2013,Shell,$41.23 ,Gas,Transportation,"$4,348.67 ",Expense,,,,
2013,August,8/5/2013,Shell,$1.90 ,Misc.,Personal,"$4,346.77 ",Expense,,,,
2013,August,8/2/2013,ATM Withdrawl,$20.00 ,Groceries,Food,"$4,326.77 ",Expense,,,,
2013,August,8/2/2013,Charles County Government,$63.50 ,Water,Utilities,"$4,263.27 ",Expense,,,,
2013,August,8/5/2013,Ouzos,$30.00 ,FUN,Personal,"$4,233.27 ",Expense,,,,
2013,August,8/5/2013,BJs,$4.99 ,Toiletries,Personal,"$4,228.28 ",Expense,,,,
2013,August,8/5/2013,BJs,$9.99 ,Toiletries,Personal,"$4,218.29 ",Expense,,,,
2013,August,8/5/2013,BJs,$8.99 ,Groceries,Food,"$4,209.30 ",Expense,,,,
2013,August,8/5/2013,BJs,$10.99 ,Toiletries,Personal,"$4,198.31 ",Expense,,,,
2013,August,8/5/2013,BJs,$1.56 ,Toiletries,Personal,"$4,196.75 ",Expense,,,,
2013,August,8/5/2013,MOMs,$4.79 ,Groceries,Food,"$4,191.96 ",Expense,,,,
2013,August,8/5/2013,MOMs,$2.99 ,Groceries,Food,"$4,188.97 ",Expense,,,,
2013,August,8/5/2013,MOMs,$7.99 ,Groceries,Food,"$4,180.98 ",Expense,,,,
2013,August,8/5/2013,MOMs,$7.38 ,Groceries,Food,"$4,173.60 ",Expense,,,,
2013,August,8/5/2013,MOMs,$4.29 ,Groceries,Food,"$4,169.31 ",Expense,,,,
2013,August,8/5/2013,MOMs,$2.49 ,Groceries,Food,"$4,166.82 ",Expense,,,,
2013,August,8/5/2013,MOMs,$2.38 ,Groceries,Food,"$4,164.44 ",Expense,,,,
2013,August,8/5/2013,MOMs,$1.99 ,Groceries,Food,"$4,162.45 ",Expense,,,,
2013,August,8/5/2013,MOMs,$3.39 ,Groceries,Food,"$4,159.06 ",Expense,,,,
2013,August,8/5/2013,MOMs,$3.39 ,Groceries,Food,"$4,155.67 ",Expense,,,,
2013,August,8/5/2013,MOMs,$1.99 ,Groceries,Food,"$4,153.68 ",Expense,,,,
2013,August,8/5/2013,MOMs,$2.63 ,Groceries,Food,"$4,151.05 ",Expense,,,,
2013,August,8/5/2013,MOMs,$1.99 ,Groceries,Food,"$4,149.06 ",Expense,,,,
2013,August,8/5/2013,MOMs,$2.83 ,Groceries,Food,"$4,146.23 ",Expense,,,,
2013,August,8/5/2013,MOMs,$3.98 ,Groceries,Food,"$4,142.25 ",Expense,,,,
2013,August,8/5/2013,MOMs,$2.49 ,Groceries,Food,"$4,139.76 ",Expense,,,,
2013,August,8/5/2013,MOMs,$3.30 ,Groceries,Food,"$4,136.46 ",Expense,,,,
2013,August,8/5/2013,MOMs,$2.05 ,Groceries,Food,"$4,134.41 ",Expense,,,,
2013,August,8/5/2013,MOMs,$3.36 ,Groceries,Food,"$4,131.05 ",Expense,,,,
2013,August,8/5/2013,MOMs,$1.70 ,Groceries,Food,"$4,129.35 ",Expense,,,,
2013,August,8/5/2013,MOMs,$11.76 ,Groceries,Food,"$4,117.59 ",Expense,,,,
2013,August,8/5/2013,MOMs,$4.83 ,Groceries,Food,"$4,112.76 ",Expense,,,,
2013,August,8/5/2013,MOMs,$5.55 ,Groceries,Food,"$4,107.21 ",Expense,,,,
2013,August,8/5/2013,MOMs,$3.11 ,Groceries,Food,"$4,104.10 ",Expense,,,,
2013,August,8/5/2013,MOMs,($0.50),Groceries,Food,"$4,104.60 ",Expense,,,,
2013,August,8/6/2013,Waste Management,$128.95 ,Trash,Utilities,"$3,975.65 ",Expense,,,,
2013,August,8/7/2013,La Plata Baptist Church,$500.00 ,Charity,Charity,"$3,475.65 ",Expense,,,,
2013,August,8/8/2013,BJs,$5.79 ,Cleaning /Laundry,Clothing,"$3,469.86 ",Expense,,,,
2013,August,8/8/2013,BJs,$5.99 ,Groceries,Food,"$3,463.87 ",Expense,,,,
2013,August,8/8/2013,BJs,$4.80 ,Gifts,Personal,"$3,459.07 ",Expense,,,,
2013,August,8/8/2013,BJs,$2.14 ,Gifts,Personal,"$3,456.93 ",Expense,,,,
2013,August,8/8/2013,BJs,$7.59 ,Groceries,Food,"$3,449.34 ",Expense,,,,
2013,August,8/8/2013,BJs,$0.42 ,Gifts,Personal,"$3,448.92 ",Expense,,,,
2013,August,8/8/2013,Bed Bath & Beyond,$8.99 ,Misc.,Personal,"$3,439.93 ",Expense,,,,
2013,August,8/8/2013,Bed Bath & Beyond,$55.62 ,Gifts,Personal,"$3,384.31 ",Expense,,,,
2013,August,8/8/2013,Comcast,$72.37 ,Internet,Utilities,"$3,311.94 ",Expense,,,,
2013,August,8/9/2013,Car Emissions Test,$14.00 ,Car Maintenance,Transportation,"$3,297.94 ",Expense,,,,
2013,August,8/9/2013,MOMs,$15.99 ,Supplements,Personal,"$3,281.95 ",Expense,,,,
2013,August,8/9/2013,MOMs,$4.99 ,Groceries,Food,"$3,276.96 ",Expense,,,,
2013,August,8/9/2013,MOMs,$45.99 ,Groceries,Food,"$3,230.97 ",Expense,,,,
2013,August,8/9/2013,MOMs,$12.49 ,Groceries,Food,"$3,218.48 ",Expense,,,,
2013,August,8/9/2013,MOMs,$5.49 ,Groceries,Food,"$3,212.99 ",Expense,,,,
2013,August,8/9/2013,Sweet Frog,$8.35 ,FUN,Personal,"$3,204.64 ",Expense,,,,
2013,August,8/12/2013,Shell,$40.82 ,Gas,Transportation,"$3,163.82 ",Expense,,,,
2013,August,8/12/2013,Target,$30.00 ,Gifts,Personal,"$3,133.82 ",Expense,,,,
2013,August,8/12/2013,Shell,$67.46 ,Gas,Transportation,"$3,066.36 ",Expense,,,,
2013,August,8/12/2013,MOMs,$3.89 ,Groceries,Food,"$3,062.47 ",Expense,,,,
2013,August,8/12/2013,MOMs,$4.29 ,Groceries,Food,"$3,058.18 ",Expense,,,,
2013,August,8/12/2013,MOMs,$2.39 ,Groceries,Food,"$3,055.79 ",Expense,,,,
2013,August,8/12/2013,MOMs,$6.78 ,Groceries,Food,"$3,049.01 ",Expense,,,,
2013,August,8/12/2013,MOMs,$3.99 ,Groceries,Food,"$3,045.02 ",Expense,,,,
2013,August,8/12/2013,MOMs,$7.69 ,Cosmetics,Personal,"$3,037.33 ",Expense,,,,
2013,August,8/12/2013,MOMs,$1.99 ,Groceries,Food,"$3,035.34 ",Expense,,,,
2013,August,8/12/2013,MOMs,$8.28 ,Groceries,Food,"$3,027.06 ",Expense,,,,
2013,August,8/12/2013,MOMs,$1.35 ,Groceries,Food,"$3,025.71 ",Expense,,,,
2013,August,8/12/2013,MOMs,$1.69 ,Groceries,Food,"$3,024.02 ",Expense,,,,
2013,August,8/12/2013,MOMs,$1.93 ,Groceries,Food,"$3,022.09 ",Expense,,,,
2013,August,8/12/2013,MOMs,$2.99 ,Groceries,Food,"$3,019.10 ",Expense,,,,
2013,August,8/12/2013,MOMs,$1.57 ,Groceries,Food,"$3,017.53 ",Expense,,,,
2013,August,8/12/2013,MOMs,$1.02 ,Groceries,Food,"$3,016.51 ",Expense,,,,
2013,August,8/12/2013,MOMs,$2.61 ,Groceries,Food,"$3,013.90 ",Expense,,,,
2013,August,8/12/2013,MOMs,$7.65 ,Groceries,Food,"$3,006.25 ",Expense,,,,
2013,August,8/12/2013,MOMs,$3.36 ,Groceries,Food,"$3,002.89 ",Expense,,,,
2013,August,8/12/2013,MOMs,$5.56 ,Groceries,Food,"$2,997.33 ",Expense,,,,
2013,August,8/12/2013,MOMs,$7.42 ,Groceries,Food,"$2,989.91 ",Expense,,,,
2013,August,8/12/2013,MOMs,($0.40),Groceries,Food,"$2,990.31 ",Expense,,,,
2013,August,8/12/2013,MOMs,$0.46 ,Cosmetics,Personal,"$2,989.85 ",Expense,,,,
2013,August,8/13/2013,SMECO,$124.52 ,Electric,Utilities,"$2,865.33 ",Expense,,,,
2013,August,8/14/2013,Target,$21.99 ,Children Clothes,Clothing,"$2,843.34 ",Expense,,,,
2013,August,8/15/2013,DFAS,"$2,730.24 ",Joey Income,Gross Income,"$5,573.58 ",Income,,,,
2013,August,8/15/2013,FEGLI,$24.20 ,Life Insurance,Medical,"$5,549.38 ",Expense,,,,
2013,August,8/15/2013,FEHB,$102.19 ,Health Insurance,Medical,"$5,447.19 ",Expense,,,,
2013,August,8/15/2013,OASDI,$162.94 ,Social Security,Taxes,"$5,284.25 ",Expense,,,,
2013,August,8/15/2013,Federal Tax,$87.00 ,Federal Taxes,Taxes,"$5,197.25 ",Expense,,,,
2013,August,8/15/2013,Medicare,$38.10 ,Medicare,Taxes,"$5,159.15 ",Expense,,,,
2013,August,8/15/2013,State Tax,$63.34 ,State Taxes,Taxes,"$5,095.81 ",Expense,,,,
2013,August,8/15/2013,FERS,$21.84 ,FERS,Retirement,"$5,073.97 ",Expense,,,,
2013,August,8/16/2013,ATM Withdrawl,$40.00 ,Groceries,Food,"$5,033.97 ",Expense,,,,
2013,August,8/19/2013,Shell,$40.27 ,Gas,Transportation,"$4,993.70 ",Expense,,,,
2013,August,8/19/2013,Sea Wings Cafe,$8.04 ,Misc.,Personal,"$4,985.66 ",Expense,,,,
2013,August,8/19/2013,TJ Maxx,$19.99 ,Clothes,Clothing,"$4,965.67 ",Expense,,,,
2013,August,8/19/2013,TJ Maxx,$34.99 ,Clothes,Clothing,"$4,930.68 ",Expense,,,,
2013,August,8/19/2013,TJ Maxx,$15.00 ,Clothes,Clothing,"$4,915.68 ",Expense,,,,
2013,August,8/19/2013,TJ Maxx,$15.00 ,Clothes,Clothing,"$4,900.68 ",Expense,,,,
2013,August,8/19/2013,MOMs,$4.19 ,Groceries,Food,"$4,896.49 ",Expense,,,,
2013,August,8/19/2013,MOMs,$4.69 ,Groceries,Food,"$4,891.80 ",Expense,,,,
2013,August,8/19/2013,MOMs,$8.99 ,Groceries,Food,"$4,882.81 ",Expense,,,,
2013,August,8/19/2013,MOMs,$4.29 ,Groceries,Food,"$4,878.52 ",Expense,,,,
2013,August,8/19/2013,MOMs,$2.29 ,Groceries,Food,"$4,876.23 ",Expense,,,,
2013,August,8/19/2013,MOMs,$15.99 ,Supplements,Personal,"$4,860.24 ",Expense,,,,
2013,August,8/19/2013,MOMs,$2.99 ,Groceries,Food,"$4,857.25 ",Expense,,,,
2013,August,8/19/2013,MOMs,$3.89 ,Groceries,Food,"$4,853.36 ",Expense,,,,
2013,August,8/19/2013,MOMs,$9.99 ,Groceries,Food,"$4,843.37 ",Expense,,,,
2013,August,8/19/2013,MOMs,$3.69 ,Groceries,Food,"$4,839.68 ",Expense,,,,
2013,August,8/19/2013,MOMs,$3.69 ,Groceries,Food,"$4,835.99 ",Expense,,,,
2013,August,8/19/2013,MOMs,$3.99 ,Groceries,Food,"$4,832.00 ",Expense,,,,
2013,August,8/19/2013,MOMs,$9.69 ,Toiletries,Personal,"$4,822.31 ",Expense,,,,
2013,August,8/19/2013,MOMs,$9.99 ,Toiletries,Personal,"$4,812.32 ",Expense,,,,
2013,August,8/19/2013,MOMs,$7.79 ,Toiletries,Personal,"$4,804.53 ",Expense,,,,
2013,August,8/19/2013,MOMs,$4.78 ,Toiletries,Personal,"$4,799.75 ",Expense,,,,
2013,August,8/19/2013,MOMs,$6.99 ,Misc.,Personal,"$4,792.76 ",Expense,,,,
2013,August,8/19/2013,MOMs,$6.99 ,Misc.,Personal,"$4,785.77 ",Expense,,,,
2013,August,8/19/2013,MOMs,$3.58 ,Groceries,Food,"$4,782.19 ",Expense,,,,
2013,August,8/19/2013,MOMs,$2.99 ,Groceries,Food,"$4,779.20 ",Expense,,,,
2013,August,8/19/2013,MOMs,$3.11 ,Groceries,Food,"$4,776.09 ",Expense,,,,
2013,August,8/19/2013,MOMs,$2.99 ,Groceries,Food,"$4,773.10 ",Expense,,,,
2013,August,8/19/2013,MOMs,$3.43 ,Groceries,Food,"$4,769.67 ",Expense,,,,
2013,August,8/19/2013,MOMs,$3.77 ,Groceries,Food,"$4,765.90 ",Expense,,,,
2013,August,8/19/2013,MOMs,$3.66 ,Groceries,Food,"$4,762.24 ",Expense,,,,
2013,August,8/19/2013,MOMs,$1.99 ,Groceries,Food,"$4,760.25 ",Expense,,,,
2013,August,8/19/2013,MOMs,$3.01 ,Groceries,Food,"$4,757.24 ",Expense,,,,
2013,August,8/19/2013,MOMs,$2.69 ,Groceries,Food,"$4,754.55 ",Expense,,,,
2013,August,8/19/2013,MOMs,$4.46 ,Groceries,Food,"$4,750.09 ",Expense,,,,
2013,August,8/19/2013,MOMs,$3.01 ,Groceries,Food,"$4,747.08 ",Expense,,,,
2013,August,8/19/2013,MOMs,$2.47 ,Groceries,Food,"$4,744.61 ",Expense,,,,
2013,August,8/19/2013,MOMs,$1.80 ,Groceries,Food,"$4,742.81 ",Expense,,,,
2013,August,8/19/2013,MOMs,$3.92 ,Groceries,Food,"$4,738.89 ",Expense,,,,
2013,August,8/19/2013,MOMs,$5.60 ,Groceries,Food,"$4,733.29 ",Expense,,,,
2013,August,8/19/2013,MOMs,$3.47 ,Groceries,Food,"$4,729.82 ",Expense,,,,
2013,August,8/19/2013,MOMs,$4.97 ,Groceries,Food,"$4,724.85 ",Expense,,,,
2013,August,8/19/2013,MOMs,$4.83 ,Groceries,Food,"$4,720.02 ",Expense,,,,
2013,August,8/19/2013,MOMs,$7.21 ,Groceries,Food,"$4,712.81 ",Expense,,,,
2013,August,8/19/2013,MOMs,$2.04 ,Groceries,Food,"$4,710.77 ",Expense,,,,
2013,August,8/19/2013,MOMs,$11.77 ,Groceries,Food,"$4,699.00 ",Expense,,,,
2013,August,8/19/2013,MOMs,$7.69 ,Groceries,Food,"$4,691.31 ",Expense,,,,
2013,August,8/19/2013,MOMs,$2.77 ,Toiletries,Personal,"$4,688.54 ",Expense,,,,
2013,August,8/19/2013,MOMs,($50.00),Toiletries,Personal,"$4,738.54 ",Expense,,,,
2013,August,8/19/2013,Michaels,$6.58 ,Misc.,Personal,"$4,731.96 ",Expense,,,,
2013,August,8/19/2013,Michaels,$0.40 ,Misc.,Personal,"$4,731.56 ",Expense,,,,
2013,August,8/19/2013,MOMs,$9.99 ,Drugs,Medical,"$4,721.57 ",Expense,,,,
2013,August,8/19/2013,Ouzos,$2.75 ,Restaurants,Food,"$4,718.82 ",Expense,,,,
2013,August,8/19/2013,Ouzos,$9.00 ,Restaurants,Food,"$4,709.82 ",Expense,,,,
2013,August,8/19/2013,Ouzos,$2.99 ,Restaurants,Food,"$4,706.83 ",Expense,,,,
2013,August,8/19/2013,Ouzos,$8.00 ,Restaurants,Food,"$4,698.83 ",Expense,,,,
2013,August,8/19/2013,Ouzos,$7.25 ,Restaurants,Food,"$4,691.58 ",Expense,,,,
2013,August,8/19/2013,Ouzos,$1.80 ,Restaurants,Food,"$4,689.78 ",Expense,,,,
2013,August,8/19/2013,Ouzos,$6.00 ,Restaurants,Food,"$4,683.78 ",Expense,,,,
2013,August,8/19/2013,Sweet Frog,$3.90 ,Restaurants,Food,"$4,679.88 ",Expense,,,,
2013,August,8/19/2013,Sweet Frog,$0.23 ,Restaurants,Food,"$4,679.65 ",Expense,,,,
2013,August,8/19/2013,Sweet Frog,$5.11 ,Restaurants,Food,"$4,674.54 ",Expense,,,,
2013,August,8/19/2013,Sweet Frog,$0.31 ,Restaurants,Food,"$4,674.23 ",Expense,,,,
2013,August,8/20/2013,Geico,$107.05 ,Car Insurance,Transportation,"$4,567.18 ",Expense,,,,
2013,August,8/21/2013,BJs,$11.40 ,Groceries,Food,"$4,555.78 ",Expense,,,,
2013,August,8/21/2013,BJs,$4.99 ,Groceries,Food,"$4,550.79 ",Expense,,,,
2013,August,8/21/2013,USJA,$50.00 ,Exercise,Recreation,"$4,500.79 ",Expense,,,,
2013,July,8/21/2013,Citi Card,$145.50 ,Clothes,Clothing,"$4,355.29 ",Expense,,,,
2013,August,8/23/2013,BJs,($10.59),Groceries,Food,"$4,365.88 ",Expense,,,,
2013,August,8/23/2013,BJs,$37.80 ,Gas,Transportation,"$4,328.08 ",Expense,,,,
2013,August,8/23/2013,BJs,$6.99 ,Groceries,Food,"$4,321.09 ",Expense,,,,
2013,August,8/23/2013,BJs,$9.99 ,Groceries,Food,"$4,311.10 ",Expense,,,,
2013,August,8/23/2013,BJs,$8.99 ,Groceries,Food,"$4,302.11 ",Expense,,,,
2013,August,8/23/2013,BJs,$9.99 ,Groceries,Food,"$4,292.12 ",Expense,,,,
2013,August,8/23/2013,BJs,$11.99 ,Groceries,Food,"$4,280.13 ",Expense,,,,
2013,August,8/23/2013,BJs,$6.12 ,Groceries,Food,"$4,274.01 ",Expense,,,,
2013,August,8/23/2013,BJs,$0.60 ,Groceries,Food,"$4,273.41 ",Expense,,,,
2013,August,8/23/2013,Sallie Mae,$15.49 ,Joey Sallie Mae,Debts,"$4,257.92 ",Expense,,,,
2013,August,8/23/2013,Sallie Mae,$28.66 ,Joey Sallie Mae,Debts,"$4,229.26 ",Expense,,,,
2013,August,8/23/2013,Sallie Mae,$30.74 ,Joey Sallie Mae,Debts,"$4,198.52 ",Expense,,,,
2013,August,8/23/2013,Sallie Mae,$55.55 ,Joey Sallie Mae,Debts,"$4,142.97 ",Expense,,,,
2013,August,8/23/2013,Sallie Mae,$64.61 ,Joey Sallie Mae,Debts,"$4,078.36 ",Expense,,,,
2013,August,8/23/2013,Sallie Mae,$65.77 ,Joey Sallie Mae,Debts,"$4,012.59 ",Expense,,,,
2013,August,8/26/2013,World Vision,$60.00 ,Charity,Charity,"$3,952.59 ",Expense,,,,
2013,August,8/26/2013,BJs,$6.99 ,Groceries,Food,"$3,945.60 ",Expense,,,,
2013,August,8/26/2013,BJs,$3.79 ,Groceries,Food,"$3,941.81 ",Expense,,,,
2013,August,8/26/2013,BJs,$2.99 ,Groceries,Food,"$3,938.82 ",Expense,,,,
2013,August,8/26/2013,BJs,$2.99 ,Groceries,Food,"$3,935.83 ",Expense,,,,
2013,August,8/26/2013,BJs,$5.99 ,Groceries,Food,"$3,929.84 ",Expense,,,,
2013,August,8/26/2013,Walgreens,$5.00 ,Misc.,Personal,"$3,924.84 ",Expense,,,,
2013,August,8/27/2013,SMJJA,$50.00 ,Exercise,Recreation,"$3,874.84 ",Expense,,,,
2013,August,8/29/2013,DFAS,"$3,071.52 ",Joey Income,Gross Income,"$6,946.36 ",Income,,,,
2013,August,8/29/2013,FEGLI,$24.20 ,Life Insurance,Medical,"$6,922.16 ",Expense,,,,
2013,August,8/29/2013,FEHB,$102.19 ,Health Insurance,Medical,"$6,819.97 ",Expense,,,,
2013,August,8/29/2013,OASDI,$184.10 ,Social Security,Taxes,"$6,635.87 ",Expense,,,,
2013,August,8/29/2013,Federal Tax,$138.19 ,Federal Taxes,Taxes,"$6,497.68 ",Expense,,,,
2013,August,8/29/2013,Medicare,$43.06 ,Medicare,Taxes,"$6,454.62 ",Expense,,,,
2013,August,8/29/2013,State Tax,$89.45 ,State Taxes,Taxes,"$6,365.17 ",Expense,,,,
2013,August,8/29/2013,FERS,$24.57 ,FERS,Retirement,"$6,340.60 ",Expense,,,,
2013,August,8/30/2013,Chipotle,$6.75 ,Misc.,Personal,"$6,333.85 ",Expense,,,,
2013,August,8/30/2013,Sunoco,$42.52 ,Gas,Transportation,"$6,291.33 ",Expense,,,,
2013,August,8/30/2013,Dividend,$0.18 ,Other Income,Gross Income,"$6,291.51 ",Income,,,,
2013,August,8/30/2013,Dividend,$0.09 ,Other Income,Gross Income,"$6,291.51 ",Other,,,,
2013,September,9/3/2013,MOMs,$3.09 ,Groceries,Food,"$6,288.42 ",Expense,,,,
2013,September,9/3/2013,MOMs,$8.97 ,FUN,Personal,"$6,279.45 ",Expense,,,,
2013,September,9/3/2013,BJs,$9.99 ,House Supplies,Personal,"$6,269.46 ",Expense,,,,
2013,September,9/3/2013,BJs,$18.31 ,Groceries,Food,"$6,251.15 ",Expense,,,,
2013,September,9/3/2013,MOMs,$19.39 ,Supplements,Personal,"$6,231.76 ",Expense,,,,
2013,September,9/3/2013,MOMs,$3.29 ,FUN,Personal,"$6,228.47 ",Expense,,,,
2013,September,9/3/2013,MOMs,$108.88 ,Groceries,Food,"$6,119.59 ",Expense,,,,
2013,September,9/3/2013,Shell,$63.14 ,Gas,Transportation,"$6,056.45 ",Expense,,,,
2013,September,9/3/2013,Safeway,$1.99 ,Groceries,Food,"$6,054.46 ",Expense,,,,
2013,September,9/3/2013,Safeway,$7.98 ,FUN,Personal,"$6,046.48 ",Expense,,,,
2013,September,9/3/2013,Netflix,$16.46 ,TV,Utilities,"$6,030.02 ",Expense,,,,
2013,September,9/3/2013,Shell,$34.69 ,Gas,Transportation,"$5,995.33 ",Expense,,,,
2013,August,9/3/2013,Transfer to Car,$86.00 ,Car Maintenance,Transportation,"$5,909.33 ",Expense,,,,
2013,August,9/3/2013,Transfer to Gifts,$7.02 ,Gifts,Personal,"$5,902.31 ",Expense,,,,
2013,August,9/3/2013,Transfer to Savings,"$2,000.00 ",Savings,Saving,"$3,902.31 ",Expense,,,,
2013,September,9/3/2013,EZ Pass,$25.00 ,Travel,Personal,"$3,877.31 ",Expense,,,,
2013,September,9/4/2013,Verizon Wireless,$151.55 ,Cell Phone,Utilities,"$3,725.76 ",Expense,,,,
2013,September,9/4/2013,loanDepot,"$1,303.71 ",Mortgage,Housing,"$2,422.05 ",Expense,,,,
2013,September,9/4/2013,loanDepot,$295.63 ,Property Taxes,Housing,"$2,126.42 ",Expense,,,,
2013,September,9/4/2013,loanDepot,$81.35 ,Property Insurance,Housing,"$2,045.07 ",Expense,,,,
2013,August,9/4/2013,La Plata Baptist Church,$353.20 ,Charity,Charity,"$1,691.87 ",Expense,,,,
2013,September,9/5/2013,Amazon,$14.27 ,House Supplies,Personal,"$1,677.60 ",Expense,,,,
2013,September,9/5/2013,Amazon,$16.70 ,Supplements,Personal,"$1,660.90 ",Expense,,,,
2013,September,9/6/2013,Joan Marquez,$10.00 ,Misc.,Personal,"$1,650.90 ",Expense,,,,
2013,September,9/9/2013,BJs,$6.23 ,FUN,Personal,"$1,644.67 ",Expense,,,,
2013,September,9/9/2013,MOMs,$21.93 ,Charity,Charity,"$1,622.74 ",Expense,,,,
2013,September,9/9/2013,MOMs,$7.31 ,Groceries,Food,"$1,615.43 ",Expense,,,,
2013,September,9/9/2013,BJs,$30.25 ,Groceries,Food,"$1,585.18 ",Expense,,,,
2013,September,9/9/2013,Dr. Dhillion,$43.38 ,Doctor,Medical,"$1,541.80 ",Expense,,,,
2013,September,9/9/2013,BJs,$51.83 ,Charity,Charity,"$1,489.98 ",Expense,,,,
2013,September,9/9/2013,BJs,$17.28 ,Groceries,Food,"$1,472.70 ",Expense,,,,
2013,September,9/9/2013,Valvoline,$71.59 ,Car Maintenance,Transportation,"$1,401.11 ",Expense,,,,
2013,September,9/9/2013,MOMs,$76.63 ,Groceries,Food,"$1,324.48 ",Expense,,,,
2013,September,9/10/2013,Comcast,$72.37 ,Internet,Utilities,"$1,252.11 ",Expense,,,,
2013,September,9/11/2013,Shell,$39.06 ,Gas,Transportation,"$1,213.05 ",Expense,,,,
2013,September,9/10/2013,Transfer from Savings,"$1,250.00 ",Reimbursables,Gross Income,"$2,463.05 ",Income,,,,
2013,September,9/10/2013,James J Gorney P.C.,"$1,250.00 ",Legal,Personal,"$1,213.05 ",Expense,,,,
2013,September,9/11/2013,Target,$20.13 ,Children Clothes,Clothing,"$1,192.92 ",Expense,,,,
2013,September,9/11/2013,SMECO,$135.65 ,Electric,Utilities,"$1,057.27 ",Expense,,,,
2013,September,9/12/2013,Giant,$10.28 ,Misc.,Personal,"$1,046.99 ",Expense,,,,
2013,September,9/12/2013,Giant Refund,$1.00 ,Groceries,Food,"$1,046.99 ",Other,,,,
2013,September,9/12/2013,DFAS,"$3,412.80 ",Joey Income,Gross Income,"$4,459.79 ",Income,,,,
2013,September,9/12/2013,FEGLI,$24.20 ,Life Insurance,Medical,"$4,435.59 ",Expense,,,,
2013,September,9/12/2013,FEHB,$102.19 ,Health Insurance,Medical,"$4,333.40 ",Expense,,,,
2013,September,9/12/2013,OASDI,$205.26 ,Social Security,Taxes,"$4,128.14 ",Expense,,,,
2013,September,9/12/2013,Federal Tax,$189.38 ,Federal Taxes,Taxes,"$3,938.76 ",Expense,,,,
2013,September,9/12/2013,Medicare,$48.00 ,Medicare,Taxes,"$3,890.76 ",Expense,,,,
2013,September,9/12/2013,State Tax,$115.56 ,State Taxes,Taxes,"$3,775.20 ",Expense,,,,
2013,September,9/12/2013,FERS,$27.30 ,FERS,Retirement,"$3,747.90 ",Expense,,,,
2013,September,9/16/2013,BJs,$4.44 ,Gifts,Personal,"$3,743.46 ",Expense,,,,
2013,September,9/16/2013,BJs,$37.17 ,Groceries,Food,"$3,706.29 ",Expense,,,,
